Date,Time,Views,Likes,Comments,Caption,Hashtags
27-10-2020,15:15:54,57410,11145,105,"IPS vs SuperAmoled Practical Difference🔥 
.
.
.
.
.
.
.
.
.
.
#Smartphone #Tech #Technology #Gadgets #TechGyan #SuperAmoled #IPS","#Smartphone, #Tech, #Technology, #Gadgets, #TechGyan, #SuperAmoled, #IPS"
22-10-2020,15:09:08,0,20876,431,"Lag Raha hu Na Hero 😅😂😝😛 
#TechGuy #photography","#TechGuy, #photography"
16-10-2020,14:50:12,0,20198,227,"2020 Mein Hill Stations jane ka Bada Man Tha But Ye #Corona Ne 2020 Pura Saal Barbaad Kardia 🙄🙄
#Old #memories #hillstation #paragliding","#Corona, #Old, #memories, #hillstation, #paragliding"
14-10-2020,12:43:53,0,5831,71,"Don’t miss the golden chance to win vouchers worth 10,000 with #FlipkartTechLovers Contest by @FlipkartTechSpert. Follow the above instructions.",#FlipkartTechLovers
10-10-2020,07:58:44,0,21991,337,2018 🖤,
02-10-2020,12:34:52,0,15130,156,"The right way to wear a mask 😷 🙏🙏
Dikhawe ke Liye Mask Mat Pehno 🙏

#covi̇d19 #staysafe #corona","#covi, #staysafe, #corona"
30-09-2020,14:07:49,0,5742,59,"Redefine your experiences with Intel-powered thin and light laptops. Know More: https://bit.ly/3hLgnfI 
@intelindia 
.
.
#intel #TechnologyGyan #laptop #intel10gen #intelgaming  #gaminglaptop","#intel, #TechnologyGyan, #laptop, #intel10gen, #intelgaming, #gaminglaptop"
29-09-2020,13:31:39,0,15875,148,"Kya Zabardast Editing hai🔥🔥
Great Work @designer_boy_sid 😍 
& Thank You So Much For This 👏
.

.
.
.
.
#Editing #PhotoEditing #vectorart #TechnologyGyan #photoshop","#Editing, #PhotoEditing, #vectorart, #TechnologyGyan, #photoshop"
28-09-2020,14:26:50,0,25423,346,Kya Baat Hai @jayeditz47 Thank You So Much 😍😍😍#photography #photoediting #technologygyan,"#photography, #photoediting, #technologygyan"
26-09-2020,08:12:50,52327,8707,99,"Amazing Deals 📱🖥⌚️💻📸🕹 @2gudindia 👉Agle 3 din tak, TECHNOLOGY GYAN ke store se shop karne pe har shopper ko milega guaranteed 100 Rs. ka voucher  aur har 10th shopper ko milega 100%.CASHBACK up to Rs. 500 tak ka voucher. 

Offer valid between :  25-28 Sept 2020 . T&C Applied

go check out my 2Gud Store now Link in the Bio.

.
.
.

#2GUDOffersOnTechGyan #2GUD #TechnologyGyan #Refurbished #India #TopDeals #Tech #GioneePhone #Andriod #Phones #MobilePhones #SmartPhones #earphones #TechGyanOn2Gud #2GudStore #2gudinfluencer","#2GUDOffersOnTechGyan, #2GUD, #TechnologyGyan, #Refurbished, #India, #TopDeals, #Tech, #GioneePhone, #Andriod, #Phones, #MobilePhones, #SmartPhones, #earphones, #TechGyanOn2Gud, #2GudStore, #2gudinfluencer"
23-09-2020,13:09:11,0,27166,807,Aaj Ye Photo Mili jab mein 6 Saal ka Baccha Tha 😅😅😅😂😂 Style Dekh rahe ho Bhai Ka 😂😂 #childhoodmemories #manojsaru,"#childhoodmemories, #manojsaru"
14-09-2020,11:35:38,0,25277,873,Main hu Mannu 👋🏻Kaiche ho Dochto 😅😅😅 #filter #Selfie #chotu,"#filter, #Selfie, #chotu"
13-09-2020,12:33:17,65306,9433,82,#Computer #Laptop #Tech #keyboard #techgyan #technology #TechnologyGyan #manojsaru,"#Computer, #Laptop, #Tech, #keyboard, #techgyan, #technology, #TechnologyGyan, #manojsaru"
12-09-2020,13:24:35,96173,13030,133,#Computer #Laptop #keyboard #Tech #Technology #TechGyan #Fun #Tips #Tricks #ManojSaru #technologygyan,"#Computer, #Laptop, #keyboard, #Tech, #Technology, #TechGyan, #Fun, #Tips, #Tricks, #ManojSaru, #technologygyan"
08-09-2020,14:11:11,68490,12500,327,#pubg #pubgmobile #Games #TechnologyGyan #manojsaru #gamer,"#pubg, #pubgmobile, #Games, #TechnologyGyan, #manojsaru, #gamer"
07-09-2020,11:43:01,0,21665,361,Wooowww😍😍 Our #GyanFamily 😘 is So Talented Thank You 🙏🙏 Credit : Sp PhotoShop #photoshop #phoneediting #photoediting #photos,"#GyanFamily, #photoshop, #phoneediting, #photoediting, #photos"
05-09-2020,13:43:34,0,11621,117,"Been using this iffalcon's #QLED for a while now, aur doston I must say iski picture quality aur sound ne mujhe kaffi impress Kiya hai. @tcl_india",#QLED
02-09-2020,13:13:41,79744,14576,765,#PUBG #pubgmobile #pubgvideos #smartphone #TechnologyGyan #ManojSaru,"#PUBG, #pubgmobile, #pubgvideos, #smartphone, #TechnologyGyan, #ManojSaru"
29-08-2020,14:19:10,68171,11811,152,#Wifi #Mobile #Smartphone #wifispeed #Internet #Tech #gadgets #Technology #Tips #Tricks #TechnologyGyan #manojsaru,"#Wifi, #Mobile, #Smartphone, #wifispeed, #Internet, #Tech, #gadgets, #Technology, #Tips, #Tricks, #TechnologyGyan, #manojsaru"
25-08-2020,12:17:13,61593,11479,142,#PUBG #PubgMobile #Tips #Tricks #pubgvideos #Tech #TechnologyGyan #ManojSaru #Smartphone #Software #technology #TechGyan,"#PUBG, #PubgMobile, #Tips, #Tricks, #pubgvideos, #Tech, #TechnologyGyan, #ManojSaru, #Smartphone, #Software, #technology, #TechGyan"
21-08-2020,14:01:11,0,23129,417,😷😷😷,
16-08-2020,13:37:13,75716,14621,271,#Hacker #Hacking #Coding #programmers #hackers #Code #computerprogramming #Learn #Tech #Computer #Laptop #Mobile #Internet #Smartphone #TechGyan #ManojSaru #technologygyan #techyoutuber #Gadgets,"#Hacker, #Hacking, #Coding, #programmers, #hackers, #Code, #computerprogramming, #Learn, #Tech, #Computer, #Laptop, #Mobile, #Internet, #Smartphone, #TechGyan, #ManojSaru, #technologygyan, #techyoutuber, #Gadgets"
08-08-2020,15:46:52,77714,13401,372,#PuBG #pubgmobile #pubg #Game #Gaming #Tech #TechnologyGyan #manojsaru,"#PuBG, #pubgmobile, #pubg, #Game, #Gaming, #Tech, #TechnologyGyan, #manojsaru"
02-08-2020,13:58:33,38081,8124,126,Special Invite from @samsungindia  for their upcoming Galaxy Unpacked Event 😍😍 #SamsungEvent #GalaxyCreatorsLounge #note20plus #galaxyfold2 #unboxing,"#SamsungEvent, #GalaxyCreatorsLounge, #note20plus, #galaxyfold2, #unboxing"
28-07-2020,12:48:12,48262,9340,155,#Computer #Laptop #Processor #Cpu #Gaming #Intel #Amd #Gadgets #Tech #TechnologyGyan #manojsaru #Learn #Tech #technology,"#Computer, #Laptop, #Processor, #Cpu, #Gaming, #Intel, #Amd, #Gadgets, #Tech, #TechnologyGyan, #manojsaru, #Learn, #Tech, #technology"
18-07-2020,14:10:07,59706,11137,118,#Android #Settings #phone #Buy #tech #Technology #Gadgets #Oppo #Vivo #realme #Samsung #Phone #Smartphone #Gadgets #techie #DidyouKnow #techgadgets #TechnologyGyan #manojsaru,"#Android, #Settings, #phone, #Buy, #tech, #Technology, #Gadgets, #Oppo, #Vivo, #realme, #Samsung, #Phone, #Smartphone, #Gadgets, #techie, #DidyouKnow, #techgadgets, #TechnologyGyan, #manojsaru"
12-07-2020,15:45:36,0,23507,1124,10 mein se kitne Number doge😂 🤪 #Style #fashion #weddinglook,"#Style, #fashion, #weddinglook"
10-07-2020,08:12:10,84316,13003,248,#Smartphone #privacy #Data #Xiaomi #Poco #Vivo #Realme #Oppo #Vivo #Iphone #Samsung #Oneplus #Tech #TechnologyGyan #Manojsaru #technology,"#Smartphone, #privacy, #Data, #Xiaomi, #Poco, #Vivo, #Realme, #Oppo, #Vivo, #Iphone, #Samsung, #Oneplus, #Tech, #TechnologyGyan, #Manojsaru, #technology"
05-07-2020,09:59:36,0,22297,610,2010 #oldisgold 😂😅🤣😂Kitna Patla tha Main 😅🤣🙆🏻‍♂️🙆🏻‍♂️,#oldisgold
01-07-2020,13:56:13,51792,10312,196,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
.
.
.
.
.
.
.
#chineseapp #Tiktok #tiktokban #ucbrowser #Shareit #Apps #android #androidapps #Ban #China #India #ChineseApps #tiktokvideos #Tech #Smartphone #androidusers #alternative #TechGyan #TechnologyGyan #TG #ManojSaru #Hindi #Urdu","#chineseapp, #Tiktok, #tiktokban, #ucbrowser, #Shareit, #Apps, #android, #androidapps, #Ban, #China, #India, #ChineseApps, #tiktokvideos, #Tech, #Smartphone, #androidusers, #alternative, #TechGyan, #TechnologyGyan, #TG, #ManojSaru, #Hindi, #Urdu"
29-06-2020,17:53:54,45824,11408,338,"Tiktok Banned Nachhoo😅🤣 LIKE & SHARE Karo fir isi baat Pr 😅🤣😂
.
.
.
.
.
.
.
#Tiktok #TiktokIndia #tiktokers #tiktokbaninindia #TechnologyGyan #ManojSaru #tiktokindia","#Tiktok, #TiktokIndia, #tiktokers, #tiktokbaninindia, #TechnologyGyan, #ManojSaru, #tiktokindia"
26-06-2020,14:20:19,61710,9414,86,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
.
.
.
.
.
.
.
.

#Smartphone #Mobile #MobileNetwork #Sim #Phone #Office #Home #Network #Sim #SimCard #Airtel #Vodafone #Jio #MobileTower #4G #5G #6g #Future #Wifi #wificalling #Tech #Edutok #Technology #TechnologyGyan #ManojSaru #techgyan","#Smartphone, #Mobile, #MobileNetwork, #Sim, #Phone, #Office, #Home, #Network, #Sim, #SimCard, #Airtel, #Vodafone, #Jio, #MobileTower, #4G, #5G, #6g, #Future, #Wifi, #wificalling, #Tech, #Edutok, #Technology, #TechnologyGyan, #ManojSaru, #techgyan"
25-06-2020,13:01:01,38022,7488,74,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
.
.
.
.
.
.

#India #cyberattack #chinese #Hackers #Tech #indiavschina🇮🇳🇨🇳 #besafe #Hacking #Technology #Phishing #Banking #Online #TechnologyGyan #Manojsaru #Tips #Tricks #youtuber","#India, #cyberattack, #chinese, #Hackers, #Tech, #indiavschina, #besafe, #Hacking, #Technology, #Phishing, #Banking, #Online, #TechnologyGyan, #Manojsaru, #Tips, #Tricks, #youtuber"
24-06-2020,12:24:02,31458,6265,101,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
.
.
.
.
.
.

#Tech #Computer #Brain #braincomputerinterfacetechnology #Gadgets #Future #Technology #Science #ManojSaru #TechnologyGyan #TechTricks #technique #DidYouKnow","#Tech, #Computer, #Brain, #braincomputerinterfacetechnology, #Gadgets, #Future, #Technology, #Science, #ManojSaru, #TechnologyGyan, #TechTricks, #technique, #DidYouKnow"
22-06-2020,12:40:49,36752,7478,240,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
.
.
.
.
.
.

#Smartphones #Mobile #boycottchineseproducts #boycott #indochina #Gadgets #Tech #xiaomi #Realme #oppo #Vivo #Oneplus #MadeinIndia #Tech #TechnologyGyan #ManojSaru #Youtube #chineseapps #facts #india","#Smartphones, #Mobile, #boycottchineseproducts, #boycott, #indochina, #Gadgets, #Tech, #xiaomi, #Realme, #oppo, #Vivo, #Oneplus, #MadeinIndia, #Tech, #TechnologyGyan, #ManojSaru, #Youtube, #chineseapps, #facts, #india"
20-06-2020,13:40:38,64500,10109,174,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
.
.
.
.

#Pubg #PubgMobile #chineseapp #MobileGame #India #game #Tech #Technology #ManojSaru #TechnologyGyan #Youtube #Youtuber #bornoninstagram #DidYouKnow #government","#Pubg, #PubgMobile, #chineseapp, #MobileGame, #India, #game, #Tech, #Technology, #ManojSaru, #TechnologyGyan, #Youtube, #Youtuber, #bornoninstagram, #DidYouKnow, #government"
18-06-2020,15:10:31,0,19064,484,Garmi Bahot Hai BhaiLog 😅😂 Bas AC ki wajah se Jinda Hu 😅🤣 #Work #Selfie #busy,"#Work, #Selfie, #busy"
17-06-2020,13:10:41,39694,7298,133,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
.
.
.
.
.
.
.

#phone #Smartphone #Hacker #hack #Tech #Technology #Bank #account #fraud #Online #Scam #hacking #bornoninstagram #Youtube #Tiktok #India #Hindi #techfun #Learn #Howto #ManojSaru #technologygyan","#phone, #Smartphone, #Hacker, #hack, #Tech, #Technology, #Bank, #account, #fraud, #Online, #Scam, #hacking, #bornoninstagram, #Youtube, #Tiktok, #India, #Hindi, #techfun, #Learn, #Howto, #ManojSaru, #technologygyan"
16-06-2020,15:34:21,26471,6441,130,Thank You @sketches_on_order  for this Lovely #PencilSketch 🙏🙏 Keep up the Good Work 👍👍,#PencilSketch
15-06-2020,12:40:41,41219,7083,100,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
.
.
.
.

#Smartphone #Mobile #Oppo #Vivo #Realme #Xiaomi #iPhone #Gadgets #Didyouknow #Scam #India #Nepal #Pakistan #Youtube #Tiktok # #Krypton #ezeephonescam #Tech #ManojSaru #TechnologyGyan","#Smartphone, #Mobile, #Oppo, #Vivo, #Realme, #Xiaomi, #iPhone, #Gadgets, #Didyouknow, #Scam, #India, #Nepal, #Pakistan, #Youtube, #Tiktok, #Krypton, #ezeephonescam, #Tech, #ManojSaru, #TechnologyGyan"
13-06-2020,13:53:57,31518,6038,97,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

#Computer #Laptop #techfun #Learn #howto #computerhang #windows #windows10 #windows11 #Macos #PC #MacbookPro #Tech #Technology #Edutok #Tiktok #Youtube #ManojSaru #TechnologyGyan #bornoninstagram #india","#Computer, #Laptop, #techfun, #Learn, #howto, #computerhang, #windows, #windows10, #windows11, #Macos, #PC, #MacbookPro, #Tech, #Technology, #Edutok, #Tiktok, #Youtube, #ManojSaru, #TechnologyGyan, #bornoninstagram, #india"
10-06-2020,13:54:02,39146,7405,170,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

#iphone #Buy #Smartphones #DidyouKnow #Buying #Shoping #electronics #Iphone12 #iphone13 #Android #androidvsiphone #FunFacts #tech #Technology #Tiktok #Youtube #bornoninstagram #India #Nepal #Pakistan #Hindi #Urdu #Geek #techie #ManojSaru #technologygyan","#iphone, #Buy, #Smartphones, #DidyouKnow, #Buying, #Shoping, #electronics, #Iphone12, #iphone13, #Android, #androidvsiphone, #FunFacts, #tech, #Technology, #Tiktok, #Youtube, #bornoninstagram, #India, #Nepal, #Pakistan, #Hindi, #Urdu, #Geek, #techie, #ManojSaru, #technologygyan"
08-06-2020,14:11:44,43313,8490,127,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
.
.
.
.
.
.
#Facebook #Instagram #Tips #Tricks #Howto #avtar #Fb #DidyouKnow #funny #tech #techfun #bornoninstagram #technology #Tiktok #Youtube #techfacts #India #TechnologyGyan #Mobile #Smartphone #manojsaru","#Facebook, #Instagram, #Tips, #Tricks, #Howto, #avtar, #Fb, #DidyouKnow, #funny, #tech, #techfun, #bornoninstagram, #technology, #Tiktok, #Youtube, #techfacts, #India, #TechnologyGyan, #Mobile, #Smartphone, #manojsaru"
07-06-2020,13:21:33,26369,6475,89,"#TechFacts : The first photograph of a human being 🧐
⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos . .
.
.
.
.
.
.
.
.
#photography #Facts #photographyfacts #techfun #didyouknow #Human #Tech #TechnologyGyan #Photos #India #ManojSaru #TechnologyGyan #techvideos","#TechFacts, #photography, #Facts, #photographyfacts, #techfun, #didyouknow, #Human, #Tech, #TechnologyGyan, #Photos, #India, #ManojSaru, #TechnologyGyan, #techvideos"
06-06-2020,09:27:23,29925,5890,106,"#FunFact : Kya Aap Jante ho 😳😱 ??
⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos .
.
.
.
.
.
.
#Youtube #Fun #techfacts #DidyouKnow #Tech #technology #techvideos #Edutok #Learn #Howto #scifi #India #ManojSaru #TechnologyGyan #Internet #Computer #youtubechannel","#FunFact, #Youtube, #Fun, #techfacts, #DidyouKnow, #Tech, #technology, #techvideos, #Edutok, #Learn, #Howto, #scifi, #India, #ManojSaru, #TechnologyGyan, #Internet, #Computer, #youtubechannel"
05-06-2020,12:04:27,31173,6455,71,"Memory Card Gyan ✅ ⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️ .
.
.
.
.
.
.
.
.
#SDCARD #memorycard #Buy #Tips #Tricks #DidYouKnow #Mobile #Smartphones #DSLR #Tech #Edutok #bornoninstagram #India #Hindi #Urdu #Nepal #Pakistan #Gadgets #techies #Howto #Learn #Computer #Internet #electronics #ManojSaru #technologygyan","#SDCARD, #memorycard, #Buy, #Tips, #Tricks, #DidYouKnow, #Mobile, #Smartphones, #DSLR, #Tech, #Edutok, #bornoninstagram, #India, #Hindi, #Urdu, #Nepal, #Pakistan, #Gadgets, #techies, #Howto, #Learn, #Computer, #Internet, #electronics, #ManojSaru, #technologygyan"
04-06-2020,11:03:46,19197,5287,66,"Email Mein CC vs BCC ka MatLab 🧐??
⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️ .
.
.
.
.
.
.
.
.
.
.
#Email #Gmail #Howto #Tech #Internet #Office #technology #DidyouKnow #Learn #Tiktok #Youtube #ManojSaru #techfun #TechnologyGyan #bornoninstagram #India #Hindi #Urdu #Nepal #Pakistan #Gadgets #techhouse #techies #funfacts #TechGyan #TG #Youtuber #influencer #techindustry","#Email, #Gmail, #Howto, #Tech, #Internet, #Office, #technology, #DidyouKnow, #Learn, #Tiktok, #Youtube, #ManojSaru, #techfun, #TechnologyGyan, #bornoninstagram, #India, #Hindi, #Urdu, #Nepal, #Pakistan, #Gadgets, #techhouse, #techies, #funfacts, #TechGyan, #TG, #Youtuber, #influencer, #techindustry"
01-06-2020,16:09:17,25535,6463,731,"😂😅 Hit Like Button If You Enjoyed 🤘😁😂🤘
..
.
.
.
.
.
.
.
.
.
#Fun #Trick #Tech #Google #googleplaystore #DidYouKnow #Magic #funtrick #Tiktok #How #techfun #ManojSaru #TechnologyGyan #youtubevstiktok #Gadgets #india","#Fun, #Trick, #Tech, #Google, #googleplaystore, #DidYouKnow, #Magic, #funtrick, #Tiktok, #How, #techfun, #ManojSaru, #TechnologyGyan, #youtubevstiktok, #Gadgets, #india"
01-06-2020,12:50:37,34432,6457,91,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️
#Smartphone #Mobile #buymobile #Tech #ManojSaru #TechnologyGyan #Oppo #Vivo #Realme #Samsung #iphone #xiaomi","#Smartphone, #Mobile, #buymobile, #Tech, #ManojSaru, #TechnologyGyan, #Oppo, #Vivo, #Realme, #Samsung, #iphone, #xiaomi"
29-05-2020,12:33:15,34900,5434,55,⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️ #phone #Smartphones #Gaming #Pubg #gamingPhone #Oppo #Vivo #Realme #Xiaomi #Samsung #nokia #Asus #asusgaming #bestphones #india #ManojSaru #Technology #tech,"#phone, #Smartphones, #Gaming, #Pubg, #gamingPhone, #Oppo, #Vivo, #Realme, #Xiaomi, #Samsung, #nokia, #Asus, #asusgaming, #bestphones, #india, #ManojSaru, #Technology, #tech"
28-05-2020,11:54:21,21820,4762,66,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️
.
.
.
.
.
.
.
.
.
.
.
#Camera #Dslr #Sensor #Gaming #Cameraphone #GamingPhone #PUBG #Freefire #GamingPhone #Gamers #Android #Phone #Mobiles #Smartphone #oppo #vivo #samsung #iphone #Tricks #Howto #Tech #technology #Learn #techfun #hindi #Urdu #Pakistan #techie #Learn #ManojSaru #TechnologyGyan","#Camera, #Dslr, #Sensor, #Gaming, #Cameraphone, #GamingPhone, #PUBG, #Freefire, #GamingPhone, #Gamers, #Android, #Phone, #Mobiles, #Smartphone, #oppo, #vivo, #samsung, #iphone, #Tricks, #Howto, #Tech, #technology, #Learn, #techfun, #hindi, #Urdu, #Pakistan, #techie, #Learn, #ManojSaru, #TechnologyGyan"
27-05-2020,10:48:52,39615,7035,56,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️
.
.
.
.
.
.
.
.
.
.
.
#Android #Phone #Mobiles #Smartphone #oppo #vivo #samsung #iphone #ios #tips #Tricks #Howto #Tech #technology #Learn #Didyouknow #android11 #android12 #techfun #hindi #Urdu #Nepal #Pakistan #techie #Learn #ManojSaru #TechnologyGyan #Tiktok #Youtube #Edutok #techyoutuber","#Android, #Phone, #Mobiles, #Smartphone, #oppo, #vivo, #samsung, #iphone, #ios, #tips, #Tricks, #Howto, #Tech, #technology, #Learn, #Didyouknow, #android11, #android12, #techfun, #hindi, #Urdu, #Nepal, #Pakistan, #techie, #Learn, #ManojSaru, #TechnologyGyan, #Tiktok, #Youtube, #Edutok, #techyoutuber"
26-05-2020,12:39:46,20344,4317,66,"Most Important Setting 📲
⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️ . .
.
.
.
.
.
.
.
.
.
.
.
.

#Android #Smartphone #Phone #androidphone #Hack #Tech #science #Learn #Howto #Mobile #Settings #ios #iosvsandroid #technology #techy #ManojSaru #TechnologyGyan #India #Hindi #Urdu #techyoutuber #bornoninstagram #tips #tricks #Internet #Computer #iphone #androidphone","#Android, #Smartphone, #Phone, #androidphone, #Hack, #Tech, #science, #Learn, #Howto, #Mobile, #Settings, #ios, #iosvsandroid, #technology, #techy, #ManojSaru, #TechnologyGyan, #India, #Hindi, #Urdu, #techyoutuber, #bornoninstagram, #tips, #tricks, #Internet, #Computer, #iphone, #androidphone"
24-05-2020,12:24:33,25340,4053,27,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️ .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

#Mobile #Camera #MobileCamera #Dslr #telephotolens #mobilephotography #photography #Tech #Gadgets #techfun #youtube #India #Nepal #Pakistan #Hindi #Urdu #techies #Learn #techfun #technology #ManojSaru #TechnologyGyan #macrocamera #photo #Video #learnphotography","#Mobile, #Camera, #MobileCamera, #Dslr, #telephotolens, #mobilephotography, #photography, #Tech, #Gadgets, #techfun, #youtube, #India, #Nepal, #Pakistan, #Hindi, #Urdu, #techies, #Learn, #techfun, #technology, #ManojSaru, #TechnologyGyan, #macrocamera, #photo, #Video, #learnphotography"
22-05-2020,12:38:55,41083,6189,67,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️ .
.
.
.
.
.
.
.
.
.
.
.
.
.
.

#Mobile #smartphone #madeinindia #factory #mobilefactory #Tech #Technology #techies #Oppo #Vivo #Realme #xiaomi #Samsung #iphone #Gadgets #TechnologyGyan #ManojSaru #India #Hindi #Urdu #Nepal #pakistan #Learn #mobiles #makeinindia #DidYouKnow #science #techfun #techyoutuber #electronics","#Mobile, #smartphone, #madeinindia, #factory, #mobilefactory, #Tech, #Technology, #techies, #Oppo, #Vivo, #Realme, #xiaomi, #Samsung, #iphone, #Gadgets, #TechnologyGyan, #ManojSaru, #India, #Hindi, #Urdu, #Nepal, #pakistan, #Learn, #mobiles, #makeinindia, #DidYouKnow, #science, #techfun, #techyoutuber, #electronics"
20-05-2020,14:23:34,30029,5385,69,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️ .
.
.
.
.
.
.
. .
.
.
.
.
.
.
.
.

#Smartphone #Mobile #Camera #Hdr #photography #DSLR #MobileCamera #Tech #Learn #Tips #Hacks #Tricks #photographylovers #hdrmode #techvideos #techies #videos #Technology #ManojSaru #TechnologyGyan #Hindi #Urdu #India #Nepal #Pakistan #Photo #Video #techiegeek #geek","#Smartphone, #Mobile, #Camera, #Hdr, #photography, #DSLR, #MobileCamera, #Tech, #Learn, #Tips, #Hacks, #Tricks, #photographylovers, #hdrmode, #techvideos, #techies, #videos, #Technology, #ManojSaru, #TechnologyGyan, #Hindi, #Urdu, #India, #Nepal, #Pakistan, #Photo, #Video, #techiegeek, #geek"
19-05-2020,15:10:15,39994,7577,273,"Kya Tiktok Bana Chahiye Janiye Video Mein ?? ⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️
.
.
.
.
.
.
.
.
.
.
.
.
.
#tiktok #tiktokindia #tiktokvsyoutube #tiktokvideos #youtubevstiktok #tiktokban #Tech #Review #TechnologyGyan #ManojSaru #techfun #techyoutuber #techinfluencer #bornoninstagram #video #India #Nepal #Pakistan #Hindi #Urdu #Gadgets #techie #techielife","#tiktok, #tiktokindia, #tiktokvsyoutube, #tiktokvideos, #youtubevstiktok, #tiktokban, #Tech, #Review, #TechnologyGyan, #ManojSaru, #techfun, #techyoutuber, #techinfluencer, #bornoninstagram, #video, #India, #Nepal, #Pakistan, #Hindi, #Urdu, #Gadgets, #techie, #techielife"
18-05-2020,13:02:43,26459,4527,41,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️
.
.
.
.
.
#Camera #Eis #OIS #MobileCamera #Tech #techvideos #TechnologyGyan #ManojSaru #techyoutuber #Hindi #India","#Camera, #Eis, #OIS, #MobileCamera, #Tech, #techvideos, #TechnologyGyan, #ManojSaru, #techyoutuber, #Hindi, #India"
17-05-2020,13:28:16,33928,7532,251,#tiktokvsyoutube 😡😇🙏 #Tiktok #youtube #youtubevstiktok,"#tiktokvsyoutube, #Tiktok, #youtube, #youtubevstiktok"
16-05-2020,13:29:33,23622,4646,58,"Bill Gates High Tech House 😍 ⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#Tech #hightech #hightechnology #House #billgates #TechFacts #technology #techno #computer #macintosh #Mac #maccomputer #DidYouKnow #Learn #Geek #techies #ManojSaru #TechnologyGyan #TechGyan #iot #IT #techhouse #technews #gadgets","#Tech, #hightech, #hightechnology, #House, #billgates, #TechFacts, #technology, #techno, #computer, #macintosh, #Mac, #maccomputer, #DidYouKnow, #Learn, #Geek, #techies, #ManojSaru, #TechnologyGyan, #TechGyan, #iot, #IT, #techhouse, #technews, #gadgets"
15-05-2020,12:49:57,30328,5132,87,"⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️
.
.
.
.
.
.
.
.
.
.

#Iphone #Smartphone #DSLR #ipad #iphone #Camera #macbookpro #Phone #facebook #Tech #TechVideo #facts #TechnologyGyan #manojsaru","#Iphone, #Smartphone, #DSLR, #ipad, #iphone, #Camera, #macbookpro, #Phone, #facebook, #Tech, #TechVideo, #facts, #TechnologyGyan, #manojsaru"
14-05-2020,14:26:27,0,4284,80,Full Video is out on Youtube 🔥🔥 #Smartphone #Unboxing,"#Smartphone, #Unboxing"
13-05-2020,10:47:21,18299,3060,34,"#whatsappstickers Banana Sikhe ??
⚡️LIKE This Video & Follow @ManojSaru for more Tech Videos⚡️
.
.
.
.
.
.
.
.
.
.
.
 #Tech #Technology #tipstricks #techtricks #techtips #TechVideo #Howto #Learn #WhatsApp #techgyan #whatsappstickers #bornoninstagram #India #Hindi #Urdu #geek #techies #ManojSaru #TechnologyGyan","#whatsappstickers, #Tech, #Technology, #tipstricks, #techtricks, #techtips, #TechVideo, #Howto, #Learn, #WhatsApp, #techgyan, #whatsappstickers, #bornoninstagram, #India, #Hindi, #Urdu, #geek, #techies, #ManojSaru, #TechnologyGyan"
