Date,Time,Views,Likes,Comments,Caption,Hashtags
12-05-2020,11:45:33,21735,4046,48,#WhatsApp #Trick #Tips #whatsapp📲 #Learn #Edutok #Gadgets #app #tricks #techvideos #ManojSaru #TechnologyGyan #Hindi #Urdu #India #techyoutuber #techinfluencer #Android #IOs #iphone #technology,"#WhatsApp, #Trick, #Tips, #whatsapp, #Learn, #Edutok, #Gadgets, #app, #tricks, #techvideos, #ManojSaru, #TechnologyGyan, #Hindi, #Urdu, #India, #techyoutuber, #techinfluencer, #Android, #IOs, #iphone, #technology"
11-05-2020,15:30:31,27961,5108,66,"Useful Trick for Smartphone User 🔥🔥
.
.
.
.
.
.
.
.
.
.
.

#whatsapp #whatsapp📲 #whatsapptricks #Tech #Gadgets #Tips #Tricks #smartphone #android #ios #Iphone #Smartphones #Mobiles #techyoutuber #techvideos #techinfluencer #edutok #Learn #India #Nepal #Pakistan #Hindi #Urdu #ManojSaru #TechnologyGyan","#whatsapp, #whatsapp, #whatsapptricks, #Tech, #Gadgets, #Tips, #Tricks, #smartphone, #android, #ios, #Iphone, #Smartphones, #Mobiles, #techyoutuber, #techvideos, #techinfluencer, #edutok, #Learn, #India, #Nepal, #Pakistan, #Hindi, #Urdu, #ManojSaru, #TechnologyGyan"
10-05-2020,13:23:32,0,7307,188,Ye Channel K #LOGO K Liye Kaisa Rahega & Sabhi Social Media Mein Same Pic Kya kehte Ho Guys Batao Comment mein ? #TechnologyGyan #manojsaru,"#LOGO, #TechnologyGyan, #manojsaru"
09-05-2020,15:41:29,19329,5614,143,Ye #Moscow Jaane Ki Jid Kar raha hai 🤣🤣🤣 Smjhao Sheru ko 🥺#doglovers ❤️,"#Moscow, #doglovers"
07-05-2020,15:57:22,27348,4200,86,"#Trick : for iPhone Users 🔷 Esi Short Tricks Pasand hai aapko ???
.
.
.
.
.
.
.
.
.
.
.
#iphone #iphoneTrick #mobiletricks #TechVideo #Tiktok #tiktokindia #Tech #Edutok #EdutokTech #Technology #India #Android #iphone12 #iphone11 #TechnologyGyan #manojsaru","#Trick, #iphone, #iphoneTrick, #mobiletricks, #TechVideo, #Tiktok, #tiktokindia, #Tech, #Edutok, #EdutokTech, #Technology, #India, #Android, #iphone12, #iphone11, #TechnologyGyan, #manojsaru"
05-05-2020,13:32:03,35678,6889,100,"⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye ⚡️⚡️ .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#Smartphones #Phones #bestsmartphone #Oppo #Vivo #Honor #huawei #Realme #Xiaomi #Samsung #infinix #gadgets #Tech #Edutok #techvideo #Technology #bornoninstagram #techyoutuber #techinfluencer #tiktok #tiktokindia ##Gadget #techy #techies #Gamers #Pubg #gamerslife #technologygyan #manojsaru","#Smartphones, #Phones, #bestsmartphone, #Oppo, #Vivo, #Honor, #huawei, #Realme, #Xiaomi, #Samsung, #infinix, #gadgets, #Tech, #Edutok, #techvideo, #Technology, #bornoninstagram, #techyoutuber, #techinfluencer, #tiktok, #tiktokindia, #Gadget, #techy, #techies, #Gamers, #Pubg, #gamerslife, #technologygyan, #manojsaru"
05-05-2020,05:35:11,0,9924,478,6M Family On Youtube 🥺 I Love You 3000 Guys 😍😍❤️❤️ Thank You 🙏🙏,
04-05-2020,13:20:15,18552,3297,45,"Mobile Network Gyan ✅✅
⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye ⚡️⚡️ .
.
.
.
.
.
.
.
.
#Mobile #Smartphone #Phone #Tech #mobileNetwork #Tower #jio #airtel #Vodafone #Network #Calling #Technology #Edutok #EdutokTech #Tiktok #TiktokIndia #Youtube #YoutubeIndia #instagramers #techvideo #techvideo #Learn #Internet #Computer #TechnologyGyan #manojsaru","#Mobile, #Smartphone, #Phone, #Tech, #mobileNetwork, #Tower, #jio, #airtel, #Vodafone, #Network, #Calling, #Technology, #Edutok, #EdutokTech, #Tiktok, #TiktokIndia, #Youtube, #YoutubeIndia, #instagramers, #techvideo, #techvideo, #Learn, #Internet, #Computer, #TechnologyGyan, #manojsaru"
02-05-2020,11:32:20,34894,6841,89,"⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye ⚡️⚡️. .

#Hacking #Hacker #Movies #HackingMovies #India #Tech #edutok #Technology #scifi #TechnologyGyan #ManojSaru","#Hacking, #Hacker, #Movies, #HackingMovies, #India, #Tech, #edutok, #Technology, #scifi, #TechnologyGyan, #ManojSaru"
01-05-2020,10:53:30,20413,4211,76,"Useful Tip 📲 You Must Know 🤫 . ⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye ⚡️⚡️ .
.
.
.
.
.
.
.
.
.
.
#iphone #iphone12 #iphoneTips #tricks #Phone #Smartphone #Gadgets #Tech #Edutok #Technology #techvideo #tiktokindia #youtubeindia #indianyoutuber #techyoutuber #TechnologyGyan #ManojSaru #didyouknow","#iphone, #iphone12, #iphoneTips, #tricks, #Phone, #Smartphone, #Gadgets, #Tech, #Edutok, #Technology, #techvideo, #tiktokindia, #youtubeindia, #indianyoutuber, #techyoutuber, #TechnologyGyan, #ManojSaru, #didyouknow"
29-04-2020,12:38:45,0,10498,210,"Jindagi Ka Asli Maja to Pahado Mein Hai Kya Kehte ho Guys 😍😍 ❤️ #OldPic .
.
.
.
.
.
.
.
#Nature #photography #hillstation #himachalpradesh #Top #World #mobilephotography #manojSaru #Love #naturelovers","#OldPic, #Nature, #photography, #hillstation, #himachalpradesh, #Top, #World, #mobilephotography, #manojSaru, #Love, #naturelovers"
28-04-2020,11:53:46,24698,5032,101,"IP68 Explained : Kya Kya Karna Padta Hai Smjhane K Liye 😛 LIKE Kardena Pasand Aaye to 😅😅
.
.
.
.
.
.
.
.
.
.
.
#Smartphone #IP #waterresistant #Phone #Water #Tech #Technology #mobiles #bornoninstagram ##Gadgets #DidYouKnow #Facts #explained #india #Hindi #ManojSaru #TechnologyGyan #techies #Learn #techgyan","#Smartphone, #IP, #waterresistant, #Phone, #Water, #Tech, #Technology, #mobiles, #bornoninstagram, #Gadgets, #DidYouKnow, #Facts, #explained, #india, #Hindi, #ManojSaru, #TechnologyGyan, #techies, #Learn, #techgyan"
27-04-2020,15:17:45,22245,4124,139,"Xiaomi #MIUI 12 🔥🔥Vaise Aap Konse Brand Ka phone Use krte ho Comment Mein Batao ???
.
.
.
.
.
.
.
.
.
.
.
.
#Tech #technews #Xiaomi #XiaomiIndia #Miui #Phone #Smartphone #Gadgets #TechnologyGyan #ManojSaru #India #techyoutuber #techvideos","#MIUI, #Tech, #technews, #Xiaomi, #XiaomiIndia, #Miui, #Phone, #Smartphone, #Gadgets, #TechnologyGyan, #ManojSaru, #India, #techyoutuber, #techvideos"
27-04-2020,12:43:42,27344,5217,74,"Amazing Fun Trick 😍😍 Ab isse Ye Mat Smjh lena ki itne mein Phone mil jayega 😅🤣
⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye ⚡️⚡️. . . .
.
.
.
.
.
.
.
.
.
#Trick #phone #Smartphone #Tech #Technology #Gadgets #funtricks #Computer #Browser #internetTricks #TechnologyGyan #ManojSaru #Fun #India #Nepal #Pakistan #Pahadi #PahadiMuser #Tiktok #TiktokIndia #Youtube #Youtuber #techvideo #Learn #WorkfromHome #Students #techyoutuber #techinfluencer","#Trick, #phone, #Smartphone, #Tech, #Technology, #Gadgets, #funtricks, #Computer, #Browser, #internetTricks, #TechnologyGyan, #ManojSaru, #Fun, #India, #Nepal, #Pakistan, #Pahadi, #PahadiMuser, #Tiktok, #TiktokIndia, #Youtube, #Youtuber, #techvideo, #Learn, #WorkfromHome, #Students, #techyoutuber, #techinfluencer"
26-04-2020,13:00:30,52622,7911,183,"⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye ⚡️⚡️. .

#Tech #Mobile #mobilecover #mobilecase #didyouknow #techFacts #gadgets #India #techvideo #ViralVideo #India #Nepal #Pakistan #Hindi #Urdu #tiktok #TiktokIndia #Delhi #Mumbai #TechnologyGyan #manojSaru #instagramers #Youtuber","#Tech, #Mobile, #mobilecover, #mobilecase, #didyouknow, #techFacts, #gadgets, #India, #techvideo, #ViralVideo, #India, #Nepal, #Pakistan, #Hindi, #Urdu, #tiktok, #TiktokIndia, #Delhi, #Mumbai, #TechnologyGyan, #manojSaru, #instagramers, #Youtuber"
24-04-2020,12:47:52,20754,3460,65,"Note : Dark Mode Se Battery Save Hoti Hai Agar phone mein SAmoled Disply Hai To !!🔥🔥
⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye ⚡️⚡️. . . .
.
.
.
.
.
.
.
.
.
#Tech #Technology #Smartphone #Gadgets #Apps #MobileApps ##iOS #DidYouKnow #techfacts #techvideo #TechnologyGyan #ManojSaru #tiktokindia #tiktok #tiktokindia🔥 #tiktokers #Youtubers #techyoutuber #techinfluencer #TechnologyGyan #ManojSaru #pahadi #os #videogames","#Tech, #Technology, #Smartphone, #Gadgets, #Apps, #MobileApps, #iOS, #DidYouKnow, #techfacts, #techvideo, #TechnologyGyan, #ManojSaru, #tiktokindia, #tiktok, #tiktokindia, #tiktokers, #Youtubers, #techyoutuber, #techinfluencer, #TechnologyGyan, #ManojSaru, #pahadi, #os, #videogames"
22-04-2020,14:12:01,26477,5340,92,"Make Money Online Full Tutorial 🔥🔥 ⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye⚡️⚡️
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#MakeMoney #Howto #Money #Online #MakeMoneyOnline #WorkfromHome #Lockdown #Tech #TechnologyGyan #ManojSaru #India #youtubers #TechYoutubers #techinfluencer #Paisa #EarnMoney #techvideo","#MakeMoney, #Howto, #Money, #Online, #MakeMoneyOnline, #WorkfromHome, #Lockdown, #Tech, #TechnologyGyan, #ManojSaru, #India, #youtubers, #TechYoutubers, #techinfluencer, #Paisa, #EarnMoney, #techvideo"
21-04-2020,15:44:47,22622,4512,138,"600MP Camera Wala Smartphon 😱🔥🔥 ⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye ⚡️⚡️. . .
.
.
.
.
.
.
.
.
.
.
#smartphone #Samsung #Phone #Tech #600MP #Camera #Edutok #tiktok #tiktokIndia #TechNews #techvideo #gadgets #futuretechnology #PahadiMuser #India #Nepal #Pakistan #Hindi #Urdu #TechnologyGyan #ManojSaru #news #MobileCamera #DidYouKnow #techfacts","#smartphone, #Samsung, #Phone, #Tech, #600MP, #Camera, #Edutok, #tiktok, #tiktokIndia, #TechNews, #techvideo, #gadgets, #futuretechnology, #PahadiMuser, #India, #Nepal, #Pakistan, #Hindi, #Urdu, #TechnologyGyan, #ManojSaru, #news, #MobileCamera, #DidYouKnow, #techfacts"
20-04-2020,14:52:18,17632,3585,43,"DSLR vs Smartphone⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye ⚡️⚡️. .
.
.
.
.
.
.
.
.
.
.
#smartphone #Camera #dslr #didyouknow #Facts #techfacts #Tech #Technology #TechnologyGyan #ManojSaru #techvideo #India #Nepal #Pakistan #Hindi #Urdu #Gadgets #2020 ##photography #mobilephotography #dslrcamera #dslrphotography #Magic #Fun #techyoutuber #techinfluencer","#smartphone, #Camera, #dslr, #didyouknow, #Facts, #techfacts, #Tech, #Technology, #TechnologyGyan, #ManojSaru, #techvideo, #India, #Nepal, #Pakistan, #Hindi, #Urdu, #Gadgets, #2020, #photography, #mobilephotography, #dslrcamera, #dslrphotography, #Magic, #Fun, #techyoutuber, #techinfluencer"
19-04-2020,08:09:37,0,11868,418,‪ #MeAt20 College Time ki Pic & me Now 🤣😅 Kaisa Lagta Tha Guys Batao 🤣🤣 #ManojSaru #Tech #technologygyan,"#MeAt20, #ManojSaru, #Tech, #technologygyan"
18-04-2020,12:30:20,28986,5671,75,"⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye ⚡️⚡️. .
.
.
.
.
.
.
.
.
.
#Tech #Technology #Websites #FreeWebsites #India #Nepal #pakistan #Hindi #Urdu #2020 #DidyouKnow #Computer #Internet #Laptop #Home #techvideo #techindia #techinfluencer #techyoutuber #Youtuber #ManojSaru #technologygyan","#Tech, #Technology, #Websites, #FreeWebsites, #India, #Nepal, #pakistan, #Hindi, #Urdu, #2020, #DidyouKnow, #Computer, #Internet, #Laptop, #Home, #techvideo, #techindia, #techinfluencer, #techyoutuber, #Youtuber, #ManojSaru, #technologygyan"
16-04-2020,14:17:34,19027,4290,145,"#iPhoneSE2020 Specs :
4.7"" Retina HD display
A13 Bionic
Single 12MP camera
Portrait mode
TouchID 
IP67
Qi Wireless charging
USA Price : $399
.
.
.
.
.
.
.
.
.
.
#iphone #Apple #iPhoneSe #ApplePhone #Smartphone #Camera #iphoneCamera #photography #Tech #Technology #india #TechnologyGyan #manojsaru","#iPhoneSE2020, #iphone, #Apple, #iPhoneSe, #ApplePhone, #Smartphone, #Camera, #iphoneCamera, #photography, #Tech, #Technology, #india, #TechnologyGyan, #manojsaru"
16-04-2020,11:49:23,23367,5034,101,"KYA AAP PUBG KHELTE HO ?? 💡
⚡️⚡️ Video Pasand Aaye to LIKE Jarur kardena & Follow Karlena Tech Gyan Videos K liye ⚡️⚡️.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#Pubg #Game #PubgGame #Earn #earnmoney #MakeMoneyOnline #techvideo #Gaming #Gamers #India #Nepal #Pakisatn #Hindi #Urdu #Pahadi #uttrakhandi #techies #TechnologyGyan #manojsaru","#Pubg, #Game, #PubgGame, #Earn, #earnmoney, #MakeMoneyOnline, #techvideo, #Gaming, #Gamers, #India, #Nepal, #Pakisatn, #Hindi, #Urdu, #Pahadi, #uttrakhandi, #techies, #TechnologyGyan, #manojsaru"
14-04-2020,12:47:10,18418,3719,74,"Free Useful Computer Software 👨🏻‍💻 ⚡️⚡️LIKE This Video & Follow for Tech Gyan Videos⚡️⚡️
.
.
.
.
.
.
.
.
.
.
.
.
.
#Computer #Laptop #Mobile #computertips #computersoftware #learncomputerskills #Windows #Mac #Linux #Free #Tips&Trick #Hack #Tech #EdutokTech #Edutok #tiktokindia #techyoutuber #science #Facts #India #Windows10 #MacbookPro #Pubg #Game #screenrecording","#Computer, #Laptop, #Mobile, #computertips, #computersoftware, #learncomputerskills, #Windows, #Mac, #Linux, #Free, #Tips, #Hack, #Tech, #EdutokTech, #Edutok, #tiktokindia, #techyoutuber, #science, #Facts, #India, #Windows10, #MacbookPro, #Pubg, #Game, #screenrecording"
13-04-2020,13:12:01,19850,3522,45,"बड़े काम की Website & App 💡
⚡️⚡️LIKE this Video & Follow me for Tech Gyan ⚡️⚡️
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#Learn #Websites #App #Android #learnlanguages #chinese #spanish #urdu #Hindi #japanese #languagelearning #Tech #Edutok #EdutokTech #tiktokIndia #youtubers #tiktokers #techvideo #TechnologyGyan #manojsaru","#Learn, #Websites, #App, #Android, #learnlanguages, #chinese, #spanish, #urdu, #Hindi, #japanese, #languagelearning, #Tech, #Edutok, #EdutokTech, #tiktokIndia, #youtubers, #tiktokers, #techvideo, #TechnologyGyan, #manojsaru"
12-04-2020,12:36:35,22995,5253,93,"Useful Trick for #WhatsApp Users 📱 ⚡️⚡️ Like This Video & Follow me for More Tech Videos⚡️⚡️
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#Trick #whatsapp📲 #whatsapp_video #Tips #Hack #whatsapphack #Useful #Tech #Tiktok #TiktokIndia #Edutok #EdutokTech #Pahadi #gadwali #India #nepal #pakistan #Hindi #Urdu #gadwali #kumauni #techyoutuber #techvideo #Gadgets #App #Android #iPhone #Delhi #TechnologyGyan #manojsaru","#WhatsApp, #Trick, #whatsapp, #whatsapp_video, #Tips, #Hack, #whatsapphack, #Useful, #Tech, #Tiktok, #TiktokIndia, #Edutok, #EdutokTech, #Pahadi, #gadwali, #India, #nepal, #pakistan, #Hindi, #Urdu, #gadwali, #kumauni, #techyoutuber, #techvideo, #Gadgets, #App, #Android, #iPhone, #Delhi, #TechnologyGyan, #manojsaru"
11-04-2020,12:08:09,24223,5121,78,"ATM , Debit Credit Card Users ? Beware 💳
⚡️⚡️LIKE This Video & Follow for Short Tech Videos⚡️⚡️
.
.
.
.
.
.
.
.
.
.
.
.
.
#Atm #Atmcard #debitcards #creditcard #Cvv #Paymemt #OnlinePayment #fraud #phishing #Scam #Tech #Technologygyan #ManojSaru #Hindi #Urdu #Pahadi #gadwali #Nepal #Pakistan #India #Upi #techvideo #Tiktok #tiktokers #youtubers #tiktokindia #EdutokTech #Edutok #onlinescam #beware","#Atm, #Atmcard, #debitcards, #creditcard, #Cvv, #Paymemt, #OnlinePayment, #fraud, #phishing, #Scam, #Tech, #Technologygyan, #ManojSaru, #Hindi, #Urdu, #Pahadi, #gadwali, #Nepal, #Pakistan, #India, #Upi, #techvideo, #Tiktok, #tiktokers, #youtubers, #tiktokindia, #EdutokTech, #Edutok, #onlinescam, #beware"
10-04-2020,12:53:02,21200,3902,67,"Mobile mein Macro Lens ka use 📱📸 ⚡️⚡️ LIKE This Video & Follow for Short Tech Videos ⚡️⚡️
.
.
.
.
.
.
.
.
.
#techvideo #Tech #Mobile #photography #mobilephotography #macrophotography #macro #delhiblogger #India #Nepal #Pakistan #Hindi #Urdu #Blogger #techyoutuber #techinfluencer #mobilecamera #technology #techie #Computer #Internet #TechnologyGyan #manojsaru #macrolensephotography","#techvideo, #Tech, #Mobile, #photography, #mobilephotography, #macrophotography, #macro, #delhiblogger, #India, #Nepal, #Pakistan, #Hindi, #Urdu, #Blogger, #techyoutuber, #techinfluencer, #mobilecamera, #technology, #techie, #Computer, #Internet, #TechnologyGyan, #manojsaru, #macrolensephotography"
10-04-2020,08:09:54,21555,4798,49,"This Video Crossed 7.5M Views on Tiktok 😍 ⚡️⚡️LIKE This Video & Follow me for Short Tech Videos ⚡️⚡️ .
.
.
.
.
.
.
.
.
.
.
#techvideo #Tech #TechStory #Hacker #dangerous #World #Nasa #Computer #Network #computernetworking #Hacking #India #Delhi #Mumbai #facts #Viral #tiktok #tiktokIndia #EdutokTech #edutok #Learn #India #Smartphone #Gadgets #game #Gaming #Pubg #freefire #TechnologyGyan #manojsaru","#techvideo, #Tech, #TechStory, #Hacker, #dangerous, #World, #Nasa, #Computer, #Network, #computernetworking, #Hacking, #India, #Delhi, #Mumbai, #facts, #Viral, #tiktok, #tiktokIndia, #EdutokTech, #edutok, #Learn, #India, #Smartphone, #Gadgets, #game, #Gaming, #Pubg, #freefire, #TechnologyGyan, #manojsaru"
09-04-2020,12:19:07,22732,5155,78,"Amazing & Useful Website 🌍
⚡️⚡️Like This Video & Follow for Daily Short Tech Videos ⚡️⚡️
.
.
.
.
.
.
.
.
.
.
#websites #freewebsite #usefultips #techtips #dailytech #Smartphone #Computer #Internet #Gadgets #India #Nepal #pakistan #Pahadi #hindi #urdu #techie #techies #Learn #TechnologyGyan #manojsaru","#websites, #freewebsite, #usefultips, #techtips, #dailytech, #Smartphone, #Computer, #Internet, #Gadgets, #India, #Nepal, #pakistan, #Pahadi, #hindi, #urdu, #techie, #techies, #Learn, #TechnologyGyan, #manojsaru"
09-04-2020,07:29:56,15753,3724,26,"Story of LulzSec Hacking Group 🎭
⚡️⚡️Like This Video & Follow for More Short Tech Video ⚡️⚡️
.
.
.
.
.
.
.
.
.
#Tech #hacker #hackinggroup #india #Technology #TechStory #ManojSaru #hacking #Learn #Delhi #Nepal #Pakistan #Pahadi #Gadwali #Tiktok #TiktokIndia #computer #Internet #facts #technologyGyan #techie","#Tech, #hacker, #hackinggroup, #india, #Technology, #TechStory, #ManojSaru, #hacking, #Learn, #Delhi, #Nepal, #Pakistan, #Pahadi, #Gadwali, #Tiktok, #TiktokIndia, #computer, #Internet, #facts, #technologyGyan, #techie"
08-04-2020,08:08:51,33729,5412,162,"Amazing Live WallaPaper 😍😍
Like This Video & Follow for Short Tech Videos 🎥
.
.
.
.
.
.
.
.
.
#Smartphone #wallpaper #livewallpapers #mobilewallpaper #Tech #Technology #techvideos #India #Gadgets #Nepal #Pakistan #Hindi #Pahadi #tiktok #tiktokindia #gadhwali #Delhi #techyoutuber #techinfluencer #TechnologyGyan #manojsaru #tipsandtricks #MobileTips #mobiletricks","#Smartphone, #wallpaper, #livewallpapers, #mobilewallpaper, #Tech, #Technology, #techvideos, #India, #Gadgets, #Nepal, #Pakistan, #Hindi, #Pahadi, #tiktok, #tiktokindia, #gadhwali, #Delhi, #techyoutuber, #techinfluencer, #TechnologyGyan, #manojsaru, #tipsandtricks, #MobileTips, #mobiletricks"
07-04-2020,10:40:33,25055,5461,56,"🎭 खतरनाक हैकर Adrian Lamo की कहानी 🎭
——LIKE This Video & Follow me for More Short Tech Videos ————
.
.
.
.
.
.
.
.
.
#Tech #Hacker #AdrianLamo #TechStory #TopHacker #Story #Technology #Yahoo #Microsoft #India #Nepal #pakistan #Youtuber #tiktokers #Pahadi #tiktokindia #delhi #TechnologyGyan #manojsaru","#Tech, #Hacker, #AdrianLamo, #TechStory, #TopHacker, #Story, #Technology, #Yahoo, #Microsoft, #India, #Nepal, #pakistan, #Youtuber, #tiktokers, #Pahadi, #tiktokindia, #delhi, #TechnologyGyan, #manojsaru"
05-04-2020,11:16:24,0,8468,153,"Thank You @pallavit_ 😊😍 Vaise Kaise Lag Rahi Hai Photo Guys ? .
.
.
.
.
.
.
.

#vectorart #editing #Photo Tech #Gadgets #TechnologyGyan #ManojSaru #Painting #TechYoutuber #techinfluencer","#vectorart, #editing, #Photo, #Gadgets, #TechnologyGyan, #ManojSaru, #Painting, #TechYoutuber, #techinfluencer"
04-04-2020,14:10:14,0,12083,523,"When i Look in The Mirror: दाढ़ी क्यों नहीं आती बे 😅🤣🤣 .
.
.
.
.
.
.
.

#beard #cleanshave #Pahadi #photography #Tech #TechnologyGyan #ManojSaru #lifestyle #techinfluencer #techyoutuber","#beard, #cleanshave, #Pahadi, #photography, #Tech, #TechnologyGyan, #ManojSaru, #lifestyle, #techinfluencer, #techyoutuber"
30-03-2020,15:45:44,31383,5596,101,"Google Animals 3D 📲 How to use ? ⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️
LIKE This Video & Follow me for More Tech Videos !!
.
.
.
.
.
.
.
.
.
#Google #funtrick #Tech #Technology #Fun #Tips #Internet #Smartphone #Mobile #TechnologyGyan #ManojSaru #youtubers #techyoutuber #India #googletricks","#Google, #funtrick, #Tech, #Technology, #Fun, #Tips, #Internet, #Smartphone, #Mobile, #TechnologyGyan, #ManojSaru, #youtubers, #techyoutuber, #India, #googletricks"
29-03-2020,17:59:30,13540,3889,64,"Donated A Small amount from My Side 🙌 I Request Everyone to Please Donate If you Can 🙏 Each and Every Contribution is Valued to Fight #CoronaVirus 🙏🙏
.
.",#CoronaVirus
29-03-2020,09:47:01,19631,5225,192,"💉💉Gud News Finally Mil Gaya Vaccine 💉💉 🙏 Kuch Log Abhi Bhi Nahi Smjh Rahe🙏 .
.
.
.
.
.
#technologyGyan #ManojSaru #CoronaVirus #Virus #covid_19 #staySafe #India #Delhi #health","#technologyGyan, #ManojSaru, #CoronaVirus, #Virus, #covid_19, #staySafe, #India, #Delhi, #health"
28-03-2020,12:13:56,17364,3535,53,"Ye App Batayega Aapko Corona Virus To Nahi Hai 🦠🦠✅ . LIKE & SHARE this Video 🙏
.
.
.
.
.
.
.
.
.
.
.

#corona #coronakavach #App #Tech #Technology #covid_19 #quarantine #India #technologygyan #coronavirus #stayhome","#corona, #coronakavach, #App, #Tech, #Technology, #covid_19, #quarantine, #India, #technologygyan, #coronavirus, #stayhome"
24-03-2020,14:00:18,23782,3933,62,"Connect Wi-Fi Without Password ✅ 
Like This Video & Follow For Tech Videos
.
.
.
.
.
.
.
.
#Tech #Technology #Gadgets #wifi #Phone #freewifi #India #TechnologyGyan #Android #Smartphone #manojsaru","#Tech, #Technology, #Gadgets, #wifi, #Phone, #freewifi, #India, #TechnologyGyan, #Android, #Smartphone, #manojsaru"
18-03-2020,11:53:36,19453,4426,50,"Did You Know ?? Stay Safe Guys 🙏 Prevention is better than cure ✅ ✅ Stay home if you can and avoid gatherings of more than ten people.
Practice social distancing by keeping a distance of about six feet from others if you must go out in public.
✅Wash your hands often with soap and water for at least 20 seconds, especially after being in a public place, or after blowing your nose, coughing or sneezing. If soap and water are not readily available, use a hand sanitizer with at least 60% alcohol.
✅Avoid touching your eyes, nose or mouth with unwashed hands.
✅Avoid close contact with people who are sick.
✅Stay home if you are sick, except to get medical care.
✅Cover your nose and mouth with a tissue when coughing or sneezing; throw used tissues in the trash. If a tissue isn’t available, cough or sneeze into your elbow or sleeve, not your hands.
✅Clean and disinfect frequently touched surfaces daily. This includes tables, doorknobs, light switches, handles, desks, computers, phones, keyboards, sinks, toilets, faucets and countertops.
✅If surfaces are dirty, clean them - use detergent or soap and water prior to disinfection. Full information on how to disinfect found here.
✅Wear a facemask if you are sick. You should wear a facemask when you are around other people (e.g., sharing a room or vehicle) and before you enter a healthcare provider’s office.

#corona #coronavirus #safety #healthylifestyle #lifestyle #tech #technology #technologygyan #ManojSaru #India #who #coronavirusinindia","#corona, #coronavirus, #safety, #healthylifestyle, #lifestyle, #tech, #technology, #technologygyan, #ManojSaru, #India, #who, #coronavirusinindia"
13-03-2020,15:56:55,27463,5660,104,"Google Trick 🔥Is Video Ko Tiktok Pe 4.2M Views & 400K Likes Mile Hai Wow 😍😍
.
.
.
.
.
.
.
#Tech #Technology #Google #photo #photography #India #Tips #Tricks #didyouknow #TechnologyGyan #ManojSaru #gadgets #techinfluencer #techblogger #techyoutuber #Smartphone #phonetricks","#Tech, #Technology, #Google, #photo, #photography, #India, #Tips, #Tricks, #didyouknow, #TechnologyGyan, #ManojSaru, #gadgets, #techinfluencer, #techblogger, #techyoutuber, #Smartphone, #phonetricks"
11-03-2020,13:18:58,0,10014,206,"Shot these pictures on the #OPPOReno3Pro, it has some great camera features ! But the 20x digital zoom and 5x hybrid zoom is pretty cool. What do you guys think ?? .
.
. .
.
.
.
#Smartphone #Oppo #OppoReno #Tech #Technology","#OPPOReno3Pro, #Smartphone, #Oppo, #OppoReno, #Tech, #Technology"
06-03-2020,15:56:01,0,10165,182,"i Think In life you have ups and downs, but you should never give up , always try to get ahead. 🙏",
28-02-2020,13:12:22,0,6833,474,"Got a Surprise Package from @oppomobileindia , Batao Kya Hai Box Mein ?? .
.
.
.
.
.
.
.
#Oppo #Unboxing #TechnologyGyan #mysterious #Tech #Technology #manojsaru","#Oppo, #Unboxing, #TechnologyGyan, #mysterious, #Tech, #Technology, #manojsaru"
21-02-2020,10:09:32,0,10345,216,"Just replace ‘LOSE with ‘LEARN’ in your vocabulary, the thought of failure becomes less daunting and lets you focus on growth 😇 .
.
.
.
.
.
#Life #lifequotes #Tech #Technology #Photography #mobilephotography #TechnologyGyan #Delhi #Travel #explore","#Life, #lifequotes, #Tech, #Technology, #Photography, #mobilephotography, #TechnologyGyan, #Delhi, #Travel, #explore"
